2130,mercy,慈悲
2131,dissent,異議を唱える
2132,consolidate,合併する
2133,precise,正確な
2134,extort,強要する
2135,inflame,燃え上がらせる
2136,segregation,隔離
2137,founder,失敗する
2138,forehead,額
2139,sober,しらふの
2140,ingrate,恩知らず
2141,discerning,明敏な
2142,abstain,慎む
2143,tuberculosis,結核
2144,saturate,すっかり濡らす
2145,perish,死ぬ
2146,arbitrary,独断的な
2147,pregnant,妊娠した
2148,blast,爆破する
2149,somber,薄暗い
2150,conspicuous,目立つ
2151,strain,引っ張る
2152,mantelpiece,マントルピース
2153,archaeology,考古学
2154,tomb,墓
2155,cancer,がん
2156,erroneous,誤った
2157,momentum,運動量
2158,centrist,中道主義者
2159,tempt,誘惑する
2160,deploy,配備する
2161,detect,みつける
2162,prompt,迅速な
2163,preside,司会する
2164,temporary,一時的な
2165,wander,ぶらつく
2166,perspective,眺望
2167,frontier,国境
2168,bolster,高める
2169,comply,従う
2170,personnel,人員
2171,leopard,ヒョウ
2172,bankruptcy,倒産
2173,collapse,崩壊
2174,precede,～に先立つ
2175,proliferation,激増
2176,consecutive,引き続く
2177,plenitude,十分
2178,insane,正気でない
2179,petty,ささいな
2180,hearth,(暖炉の)炉
2181,stimulant,刺激物
2182,criterion,基準
2183,exert,努力する
2184,swamp,沼地
2185,jurisdiction,(司法などの)管轄権
2186,glitter,キラキラ輝く
2187,ethnology,民族学
2188,frugal,質素な
2189,trim,手入れする
2190,expose,さらす
2191,spiral,らせんの
2192,erratic,不規則な
2193,affliction,苦痛
2194,setback,妨げ
2195,compel,強制する
2196,enmity,敵意
2197,endorse,裏書きする
2198,frown,まゆをひそめる
2199,whirl,ぐるぐる回る
2200,tidal wave,高潮
2201,fiscal,財政の
2202,weather,風化させる
2203,unfold,開く
2204,testimony,証明
2205,decay,衰える
2206,relevancy,関連
2207,lateral,横の
2208,unearth,明るみに出す
2209,placid,穏やかな
2210,expire,満期になる
2211,disperse,分散させる
2212,recipe,調理法
2213,monopoly,独占
2214,crane,クレーン
2215,compulsion,強制
2216,liaison,リエゾン
2217,successive,連続する
2218,seismology,地震学
2219,margin,縁、へり
2220,premise,前提
2221,underpin,実証する
2222,timid,臆病な
2223,ordinance,法令
2224,avarice,貪欲
2225,tractable,従順な
2226,renounce,(権利を)放棄する
2227,numb,かじかんだ
2228,imprison,刑務所に入れる
2229,yolk,(卵の)黄身
2230,fierce,激しい
2231,adverse,不利な
2232,zealot,熱狂する人
2233,ordeal,試練
2234,chant,歌
2235,soybean,大豆
2236,sympathize,同情する
2237,infringe,権利を侵害する
2238,patent,特許
2239,contempt,さげすみ
2240,innate,生来の
2241,manifest,明白な
2242,virtual,仮想の
2243,armored,武装した
2244,opaque,不透明な
2245,catalyst,触媒
2246,arid,乾燥した
2247,reserve,保護区
2248,ascendancy,優位
2249,illusive,錯覚を起こさせる
2250,matrix,行列
2251,riot,暴動
2252,uprising,反乱
2253,statistics,統計(学)
2254,solicit,勧誘する
2255,allure,魅惑する
2256,stipulate,明記する
2257,torture,拷問
2258,augment,増加させる
2259,kindle,点火する
2260,herring,ニシン
2261,vigor,精力
2262,benign,穏やかな
2263,be reduced to rubble,がれきとなる
2264,monetary,通貨の
2265,seaport,海港
2266,detached,公平な
2267,coincide,一致する
2268,intrinsically,本質的に
2269,genetics,遺伝学
2270,leak,(ガスなどの)漏れ
2271,enzyme,酵素
2272,proposition,提案
2273,freight,貨物
2274,submissive,従順な
2275,indiscriminate,無差別の
2276,credulity,すぐに信じ込む性質
2277,evergreen,常緑の
2278,affirmative,賛成の
2279,temperate,穏やかな
2280,come across,見つける
2281,oyster,カキ
2282,inventory,在庫
2283,assassinate,暗殺する
2284,culminate,頂点に達する
2285,exquisite,この上なく素晴らしい
2286,illusory,幻想的な
2287,agent,成分
2288,nominal,名ばかりの
2289,momentous,重大な
2290,meddle,干渉する
2291,practicable,実行可能な
2292,subsistence,生存
2293,veto,拒否権
2294,profound,深い
2295,grass roots,草の根
2296,abide,(規則を)守る
2297,likelihood,見込み
2298,meteor,流星
2299,linguistic,言語上の
2300,consequence,結論
2301,debris,がれきとなる
2302,compromise,妥協する
2303,woe,悲痛
2304,manipulate,巧みに操作する
2305,ardor,熱心
2306,magnitude,大きさ
2307,snail,カタツムリ
2308,ozone,オゾン
2309,diligence,勤勉
2310,reclaim,開墾する
2311,stereotype,固定観念
2312,uniformity,均一性
2313,jellyfish,クラゲ
2314,pretentious,うぬぼれた
2315,paddy field,水田
2316,celebrated,有名な
2317,acquisition,獲得
2318,thigh,もも
2319,credentials,信任状
2320,elated,大得意の
2321,transparent,透明な
2322,grim,険しい
2323,crash,砕ける
2324,utmost,最大限の
2325,inundate,殺到する
2326,glimpse,ちらりと見えること
2327,baroque,バロック式の
2328,pasteurization,低温殺菌
2329,herb,ハーブ
2330,predecessor,前任者
2331,dismantle,(機械などを)分解する
2332,ecologist,生態学者
2333,scorch,(皮膚などを)焼く
2334,embezzle,横領する
2335,accuse,告発する
2336,provincial,州の
2337,divorce,分離する
2338,savant,大学者
2339,reputed,～という評判の
2340,abuse,乱用する
2341,infer,推測する
2342,sprain,ねんざ
2343,mall,歩行者専用の商店街
2344,abortion,妊娠中絶
2345,absolute,完全な
2346,predominant,圧倒的な
2347,dine,食事する
2348,scrutinize,詳細に調べる
2349,barely,ほとんど～ない
2350,condolence,哀悼
2351,withdraw,撤退する
2352,Frigid Zone,寒帯
2353,ironic,皮肉な
2354,acoustic,聴覚の
2355,archipelago,群島
2356,scan,入念に調べる
2357,anthropology,(文化)人類学
2358,corrupt,腐敗した
2359,hypothetical,仮定の
2360,incompatible,ウマが合わない
2361,indispensable,不可欠の
2362,seep,(水などが)漏れる
2363,rubble,石くず
2364,stern,厳格な
2365,benevolent,慈悲深い
2366,illuminate,照らす
2367,industrious,勤勉な
2368,detergent,(中性)洗剤
2369,converge,集中する
2370,brand-new,真新しい
2371,growl,がみがみ言う
2372,descend,下降する
2373,outlet,出口
2374,volatile,不安定な
2375,proprietor,所有者
2376,hypocrisy,偽善
2377,reservoir,貯蔵所
2378,barren,不毛な
2379,solitary,孤独の
2380,raid,急襲
2381,runoff,雨水
2382,built-in,作り付けの
2383,apathy,無感動
2384,incontrovertible,明白な
2385,candor,素直さ
2386,illiterate,読み書きのできない
2387,smother,(火などを)消す
2388,levity,軽率
2389,forbearance,差し控えること
2390,strive,戦う
2391,arduously,骨を折って
2392,placate,なだめる
2393,perch,止まり木
2394,dismal,陰気な
2395,zinc,亜鉛
2396,shudder,(恐怖などで)震える
2397,hemorrhage,大出血
2398,sluggish,停滞した
2399,visionary,非現実的な
2400,hectic,てんやわんやの
2401,narcotic,麻酔薬
2402,stem from,～に由来する
2403,junk,がらくた
2404,acute,鋭い
2405,monotonous,単調な
2406,valid,有効な
2407,sporadic,時々起る
2408,admonish,忠告する
2409,convene,招集する
2410,faction,党派
2411,abruptly,突然に
2412,controversial,論争的な
2413,unique,独特の
2414,feudal,封建的な
2415,impetus,起動力
2416,speculate,推測する
2417,bold,向こう見ずな
2418,stem,草木の茎
2419,articulate,はっきり述べる
2420,acid,酸の
2421,outright,完全に
2422,itchy,かゆい
2423,submit,提出する
2424,cardiac,心臓の
2425,satirical,皮肉な
2426,throne,(王位の)玉座
2427,discount,割引する
2428,novelty,珍しさ
2429,derive,由来する
2430,formidable,恐るべき
2431,indifferent,無関心な
2432,gale,疾風
2433,futile,無駄な
2434,eclectic,折衷的な
2435,tactics,戦術
2436,plug,栓
2437,bill,請求書
2438,insolent,傲慢な
2439,rehabilitate,(けが人などの)機能回復訓練をする
2440,redundant,余分な
2441,fervor,熱情
2442,insolvent,破産した
2443,lethal,致死の
2444,captivity,捕らわれの身
2445,taper,先細りになること
2446,natal,出生の
2447,wholesale,卸売
2448,clemency,寛大な処置
2449,afflict,悩ます
2450,common sense,良識
2451,prose,散文
2452,detain,引き留める
2453,simultaneous,同時におこる
2454,tuition,指導
2455,remorse,深い悔恨
2456,additive,(食品などの)添加物
2457,disclose,暴露する
2458,eccentric,常軌を逸した
2459,postscript,追伸
2460,restless,不安な
2461,reckless,無謀な
2462,boxwood,ツゲ材
2463,larva,幼虫
2464,prodigal,浪費する
2465,intrude,侵入する
2466,defendant,被告
2467,sparrow,スズメ
2468,offshore,海外の
2469,cosmic,宇宙の
2470,stockpile,備蓄する
2471,wedge,くさび
2472,boost,(値を)引き上げる
2473,ail,患う
2474,haunt,たびたび訪れる
2475,thesis,論旨
2476,curtail,削減する
2477,dynamic,活動的な
2478,blatant,ずうずうしい
2479,plateau,高原
2480,adversary,敵対者
2481,deadlock,行き詰まり
2482,erode,腐食する
2483,infrastructure,基礎構造
2484,Uranus,天王星
2485,tentative,仮の
2486,agenda,議事
2487,document,文書
2488,groan,うめき声を上げる
2489,esteem,尊敬する
2490,disruption,破裂
2491,antipathy,嫌悪
2492,infallible,決して誤らない
2493,mend,補修する
2494,renewal,一新
2495,plutonium,プルトニウム
2496,coffin,棺
2497,whistle,口笛を吹く
2498,equivocal,はっきりしない
2499,concise,簡潔な
2500,foe,敵
2501,hamper,邪魔する
2502,ranch,牧場
2503,provoke,怒らせる
2504,smuggle,密輸する
2505,conclusive,決定的な
2506,depict,描く
2507,limestone,石灰岩
2508,aggravate,悪化させる
2509,censor,検閲する
2510,rugged,困難な
2511,negligence,怠慢
2512,didactic,説教的な
2513,beet,ビーツ
2514,converse,逆
2515,credence,信用
2516,hawk,タカ
2517,anonymity,匿名
2518,tedious,退屈な
2519,sprout,芽
2520,devastate,荒廃させる
2521,inert,不活性の
2522,indulge,甘やかす
2523,trivial,些細な
2524,ambiguous,あいまいな
2525,dismiss,解雇する
2526,municipal,地方自治の
2527,back away,遠ざかる
2528,aggression,侵害
2529,miscellaneous,種々雑多な
2530,precipitate,引き起こす
2531,jogging,ジョギング
2532,retail,小売り
2533,lucrative,利益の上がる
2534,marital,結婚の
2535,upright,まっすぐに
2536,cumbersome,(重くて)持ちにくい
2537,savory,食欲をそそる
2538,uneasy,不安な
2539,penetrate,貫く
2540,rhetoric,修辞学
2541,sanction,許可
2542,contend,戦う
2543,compensate,補償する
2544,notorious,悪名高い
2545,colleague,同僚
2546,impede,妨げる
2547,at one's best,最高の状態で
2548,erupt,噴火する
2549,foster,育てる
2550,propriety,礼儀正しさ
2551,offset,相殺する
2552,phobia,恐怖症
2553,latent,潜伏している
2554,authentic,本物の
2555,recession,不況
2556,vegetation,植生
2557,incisive,明敏な
2558,ascribe,(原因を)～のせいにする
2559,carnation,カーネーション
2560,onlooker,傍観者
2561,distort,ゆがめる
2562,induce,誘発する
2563,oppression,圧迫
2564,insensitive,無関心な
2565,mirage,蜃気楼
2566,obstinate,頑固な
2567,irreparable,(損害等が)修復できない
2568,outskirts,郊外
2569,terminate,終わらせる
2570,forgo,～なしで済ませる
2571,gloomy,憂鬱な
2572,mystical,神秘的象徴の
2573,enhance,高める
2574,pier,埠頭
2575,legislation,立法
2576,salvation,救済
2577,apparatus,器具
2578,polar bear,ホッキョクグマ
2579,counterfeit,偽造の
2580,unwarranted,保証されていない
2581,integral,不可欠な
2582,estuary,河口
2583,missing,行方不明の
2584,opportunist,日和見主義者
2585,incidental,付随して起こる
2586,myriad,無数
2587,dune,(海辺の低い)砂丘
2588,dissolution,消滅
2589,gargle,うがいをする
2590,plague,疫病
2591,concord,一致
2592,overturn,ひっくり返す
2593,suffocate,窒息する
2594,archives,公文書
2595,buoy,(景気などを)浮揚させる
2596,attorney,代理人
2597,ecstasy,有頂天
2598,clumsy,不器用な
2599,jeopardy,危険
2600,crater,噴火口
2601,retract,取り消す
2602,coercion,強制力
2603,texture,織物
2604,apprehension,懸念
2605,cease,やめる
2606,tuna,マグロ
2607,brooch,ブローチ
2608,accumulate,(お金などを)ためる
2609,coach,コーチ
2610,posture,姿勢
2611,accordingly,それに応じて
2612,idiosyncrasy,特異性
2613,primate,霊長類
2614,ominous,不吉な
2615,outcome,結果
2616,imaginable,想像できる
2617,disrupt,混乱させる
2618,discriminating,識別力のある
2619,mitigate,和らげる
2620,leukemia,白血病
2621,sore,痛い
2622,censure,非難
2623,standstill,停止
2624,turbulent,騒々しい
2625,lucid,分かりやすい
2626,eclipse,(太陽や月の)食
2627,decree,法令
2628,deliberate,故意の
2629,validate,確認する
2630,intervene,仲裁をする
2631,confine,制限する
2632,cursory,大まかな
2633,expertise,専門家の意見
2634,symptom,(病気などの)兆候
2635,cascade,(だんだんに落ちる)滝
2636,amity,友好
2637,stroll,ぶらつく
2638,partisan,熱心な支持者
2639,tornado,竜巻
2640,indigestion,消化不良
2641,poultry,(ニワトリなどの)家禽
2642,crack down,取り締まる
2643,static,変化のない
2644,constraint,強制
2645,brochure,小冊子
2646,identity,(自己の)存在証明
2647,reconcile,調停する
2648,cactus,サボテン
2649,ratify,批准する
2650,realm,王国
2651,elapse,(時が)経過する
2652,crimson,真紅色
2653,transitory,儚い
2654,profusion,豊富
2655,pervasive,充満する
2656,havoc,大混乱
2657,appease,なだめる
2658,cite,引用する
2659,sulfur,硫黄
2660,aberration,異常
2661,assessment,評価
2662,magnificent,壮大な
2663,invoice,送り状
2664,grope,手さぐりする
2665,literacy,読み書きの能力
2666,amicable,友好的な
2667,subsidiary,副次的な
2668,book excerpt,本の抜粋
2669,expel,放出する
2670,wax,(蜜)ろう
2671,remedy,治療
2672,sophistication,洗練された考え
2673,besiege,包囲する
2674,reptile,爬虫類
2675,circus,サーカス
2676,preclude,排除する
2677,recede,後退する
2678,prevail,一般に行き渡る
2679,kidney,腎臓
2680,lean,寄りかかる
2681,surpass,勝る
2682,outnumber,数で勝る
2683,embryonic,胎児の
2684,yield,生む
2685,incite,鼓舞する
2686,dispatch,発送する
2687,meager,貧弱な
2688,loquacious,おしゃべりの
2689,hay,干し草
2690,bureaucracy,官僚政治
2691,endangered species,絶滅危惧種
2692,vent,通気口
2693,scar,傷
2694,siege,包囲(攻撃)
2695,incur,(負債などを)被る
2696,thrive,(植物などが)丈夫に育つ
2697,universal,普遍的な
2698,judicious,思慮深い
2699,requisite,必要な
2700,starch,でんぷん（質）
2701,expiration,満期
2702,accelerate,加速する
2703,liquidate,（会社などを）清算する
2704,elastic,弾力性のある
2705,psychiatrist,精神科医
2706,chuckle,くすくす笑い
2707,dew,露
2708,prolific,多産の
2709,ambivalence,相反する感情
2710,cuisine,料理（法）
2711,fingerprint,指紋
2712,aquifer,帯水層
2713,rudimentary,基本的な
2714,arsenal,兵器庫
2715,subsequent,続いて起こる
2716,mob,暴徒
2717,integrate,統合する
2718,hydrogen,水素
2719,enlightenment,啓発
2720,treaty,条約
2721,notoriety,悪評
2722,orbit,軌道
2723,upheaval,動乱
2724,dividend,配当（金）
2725,ambush,待ち伏せする
2726,skeptic,懐疑論者
2727,aloft,高く
2728,tacit,無言の
2729,acclaim,賞賛する
2730,elaborate,念入りに作る
2731,procession,行列
2732,pathetic,もの悲しい
2733,whisker,（通常複数形で）ほおひげ
2734,illusion,幻想
2735,coniferous tree,針葉樹
2736,aloof,～から離れて
2737,tow,けん引する
2738,extravagant,ぜいたくな
2739,tranquil,穏やかな
2740,coexistence,共存
2741,consensus,意見などの一致
2742,console,慰める
2743,orientation,方針の指導
2744,rigid,固い
2745,consent,同意
2746,adverse,～を嫌って
2747,emit,（光などを）放つ
2748,alleviate,和らげる
2749,liver,肝臓
2750,suppress,抑える
2751,tangible,有形の
2752,memorialize,記念する
2753,metabolism,代謝作用
2754,vapor,蒸気
2755,ingenious,才能のある
2756,meticulous,綿密な
2757,dissident,意見を異にする人
2758,alternative,代替の
2759,autonomous,自治権のある
2760,boil,沸騰させる
2761,subsidize,補助金を支給する
2762,ornament,装飾₍品
2763,heredity,遺伝
2764,sewer,下水
2765,commemorate,記念する
2766,cradle,ゆりかご
2767,composure,落ち着き
2768,practitioner,実務家
2769,exemplify,例証する
2770,dump,投棄する
2771,tumor,腫瘍
2772,utopia,理想郷
2773,wither,衰退する
2774,periphery,周辺部
2775,monumental,途方もない
2776,hinder,妨害する
2777,landfill,埋め立て（地）
2778,finesse,巧妙な処理
2779,legitimate,合法の
2780,contemporary,現代的な
2781,crude,生の
2782,prescribe,処方する
2783,plead,弁護する
2784,preface,序文
2785,supplementary,追加の
2786,austere,厳しい
2787,veterinarian,獣医
2788,critical,批判的な
2789,burden,負担
2790,mediate,調停する
2791,tan,日焼けした色
2792,wharf,埠頭
2793,shrewd,賢い
2794,fragment,破片
2795,addiction,常用
2796,gastric ulcer,胃潰瘍
2797,intact,無傷の
2798,inertia,慣性
2799,mutter,ぶつぶつ言う
2800,liner,（大型の）定期船
2801,creditor,債権者
2802,profusely,深く
2803,abbreviate,省略する
2804,soak,濡れる
2805,crescent,三日月
2806,trait,特性
2807,audit,監査する
2808,defame,中傷する
2809,nocturnal,夜行性の
2810,diurnal,昼間活動する
2811,kerosene,灯油
2812,monarchy,君主国
2813,lieu,場所
2814,vogue,流行
2815,strife,争い
2816,hefty,大量の
2817,nullify,無効にする
2818,migrate,移住する
2819,practical,実際の
2820,divert,そらす
2821,prawn,クルマエビ
2822,enigma,謎
2823,spur,刺激する
2824,token,印
2825,affiliate,提携する
2826,delete,削除する
2827,accompaniment,伴奏
2828,congregate,集まる
2829,density,密度
2830,overwhelm,困惑させる
2831,mud,泥
2832,heed,注意を払う
2833,prominent,素晴らしい
2834,liability,傾向のあること
2835,dogmatic,独断的な
2836,bearish,弱気の
2837,avalanche,雪崩
2838,perpetual,永続的な
2839,genre,（文学などの）形式、ジャンル
2840,alloy,合金
2841,classify,分類する
